Supplementary Table 3:Repetitive elements read counts on chromosome Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The column titles are composed of the sex of the sample (F for female and M for male) followed by a dash and the sample name. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F-Sample-13,F-Sample-16,F-Sample-17,F-Sample-18,F-Sample-2,F-Sample-20,F-Sample-23,F-Sample-24,F-Sample-26,F-Sample-28,F-Sample-31,F-Sample-33,F-Sample-37,F-Sample-40,F-Sample-41,F-Sample-45,F-Sample-5,F-Sample-54,F-Sample-55,F-Sample-56,F-Sample-57,F-Sample-8,F-Sample-9,M-Sample-1,M-Sample-10,M-Sample-11,M-Sample-12,M-Sample-14,M-Sample-15,M-Sample-19,M-Sample-21,M-Sample-22,M-Sample-27,M-Sample-29,M-Sample-3,M-Sample-30,M-Sample-32,M-Sample-34,M-Sample-35,M-Sample-36,M-Sample-38,M-Sample-39,M-Sample-4,M-Sample-42,M-Sample-43,M-Sample-44,M-Sample-46,M-Sample-47,M-Sample-48,M-Sample-49,M-Sample-50,M-Sample-51,M-Sample-52,M-Sample-53,M-Sample-58,M-Sample-59,M-Sample-6,M-Sample-60,M-Sample-7
chrY:22658301-22661487_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,50,23,21,12,25,22,12,4,0,16,28,9,0,42,1,25,35,18,14,22,0,0,11,0,8,34,68,106,108,76,64,10,55,3
chrY:21920982-21921801_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,33,39,37,33,34,9,7,25,9,0,10,68,33,13,7,37,0,66,3,15,47,12,0,24,9,0,56,78,54,42,83,3,24,38,0
chrY:2749040-2749417_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,25,37,14,25,34,10,45,31,0,22,43,40,60,5,3,10,31,31,39,23,0,0,35,68,19,21,36,33,34,49,32,21,64,0
chrY:21856253-21857000_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,32,18,36,31,21,25,19,54,45,0,29,9,53,92,37,41,43,16,29,45,24,0,0,11,24,8,36,33,37,42,27,9,23,13,3
chrY:22576676-22579273_+,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,24,38,22,26,26,5,40,17,3,18,24,43,25,24,57,1,30,2,47,0,0,0,24,26,44,34,99,35,18,95,39,24,44,0
chrY:22560200-22560703_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,33,48,55,36,32,33,26,61,25,36,40,67,4,0,40,0,21,13,21,19,24,0,0,35,20,34,47,61,55,28,20,16,9,5,0
chrY:21873284-21873581_+,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,36,36,28,27,6,47,37,24,0,8,31,57,28,25,42,0,21,23,47,32,11,134,11,0,13,13,99,41,6,55,10,20,18,0
chrY:21876201-21876683_+,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,52,47,7,57,20,12,65,13,0,41,0,25,32,0,68,0,46,16,19,43,26,0,31,59,0,21,45,146,18,42,6,31,0,0
chrY:16692636-16692962_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,40,27,12,12,5,0,7,9,33,7,47,41,62,43,15,24,4,23,52,21,28,137,4,12,26,9,7,22,13,22,45,22,21,149
chrY:21862333-21862525_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,25,41,44,38,33,42,0,44,31,8,44,0,2,0,12,17,25,20,47,16,23,0,0,39,47,39,96,46,74,35,65,14,8,17,0
chrY:21770778-21771843_-,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12,41,45,17,40,51,29,31,31,9,15,42,53,37,32,1,16,63,32,0,36,47,0,34,38,3,14,19,36,15,48,45,63,15,13
chrY:21758154-21758180_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,18,23,16,32,14,34,13,17,13,51,30,35,63,11,46,2,70,48,13,17,15,0,43,5,0,49,78,40,51,74,17,18,63,0
chrY:14957603-14957913_-,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,27,40,18,41,19,21,64,24,0,16,49,23,1,36,23,43,52,0,21,24,0,0,38,9,13,32,47,131,55,76,39,5,46,0
chrY:7245908-7246196_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,10,36,32,31,31,25,49,25,4,25,26,7,94,3,6,73,34,24,48,15,8,0,43,65,28,43,59,32,44,68,15,16,9,17
chrY:14959405-14965586_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,36,28,31,45,40,44,39,44,17,11,44,2,38,94,0,14,51,29,18,17,23,0,0,46,16,24,31,76,66,53,44,14,13,27,0
chrY:21715792-21716184_+,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,23,62,43,44,57,32,30,41,32,24,43,32,43,10,25,33,56,44,14,38,23,0,0,20,21,45,0,43,105,26,26,11,7,21,0
chrY:16963976-16964280_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,25,36,16,38,22,6,53,50,5,26,61,39,46,36,22,51,22,18,60,37,0,0,58,28,22,53,52,35,99,72,11,6,46,0
chrY:16783445-16783754_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,2,1,3,0,0,6,7,20,0,66,58,61,73,26,15,13,6,40,9,36,134,2,11,75,7,109,30,72,63,197,4,20,7
chrY:21717688-21717876_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,52,31,44,60,29,9,28,34,22,28,84,52,0,24,40,34,45,36,58,13,0,0,39,36,22,48,77,45,57,14,34,8,88,0
chrY:14956649-14956818_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,33,36,42,34,58,48,23,62,32,0,32,8,93,71,17,14,52,60,12,20,25,21,0,46,19,0,14,62,91,54,77,1,5,49,0
chrY:22589052-22589659_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,26,61,51,23,28,45,44,51,31,25,30,19,53,6,24,23,55,27,44,39,28,44,0,10,18,28,26,41,46,50,35,82,26,64,2
chrY:21757253-21757433_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,43,50,47,52,79,53,43,40,36,0,72,33,27,32,20,0,0,25,47,20,27,0,0,37,16,0,19,20,89,66,32,43,45,66,3
chrY:2716816-2717166_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,38,43,46,43,72,35,74,23,14,0,45,43,65,91,10,0,71,24,29,14,27,0,0,45,33,7,32,35,72,17,36,37,75,23,0
chrY:2733910-2734220_-,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,18,29,65,20,52,13,5,24,10,16,12,40,45,17,72,20,26,35,48,10,4,20,0,43,58,61,98,57,74,42,49,65,31,39,24
chrY:8516387-8520524_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,13,50,38,71,41,55,52,24,55,12,57,8,41,38,4,2,9,16,74,15,25,13,0,57,83,33,31,4,52,48,54,23,41,27,68
chrY:14798847-14799765_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,34,52,21,44,37,55,25,43,19,6,99,31,45,0,20,26,45,45,82,31,16,0,75,31,29,11,41,87,63,46,31,12,30,29,5
chrY:21863604-21864128_+,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,39,43,55,50,48,42,27,59,25,0,55,14,41,54,33,54,18,31,37,53,42,8,0,51,35,0,61,79,71,44,51,10,10,72,0
chrY:21895475-21895774_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,32,34,32,50,46,24,15,34,3,0,27,78,53,40,46,44,19,82,52,53,57,22,0,44,40,6,74,50,70,21,98,2,9,65,0
chrY:2743106-2744412_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,47,30,33,42,33,23,13,41,19,0,35,112,114,29,29,83,8,93,47,6,63,0,0,37,16,0,60,78,120,44,79,0,6,43,0
chrY:16957075-16957246_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,28,89,64,67,46,32,20,49,81,6,60,36,52,22,75,27,35,33,31,30,15,0,0,43,48,26,22,57,125,24,42,21,14,54,0
chrY:14801044-14801131_-,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,45,39,46,74,53,64,26,64,32,0,52,65,54,31,36,24,43,62,25,23,65,3,0,40,1,13,45,47,65,60,76,33,14,67,1
chrY:21926744-21927535_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,52,52,51,40,51,26,37,29,38,15,63,66,60,89,32,48,51,47,43,104,50,0,4,37,27,11,22,52,92,94,43,17,22,11,0
chrY:21898530-21898928_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,28,56,36,33,55,40,43,48,39,30,40,128,47,59,50,31,53,31,41,7,21,24,5,75,31,39,35,69,68,39,74,45,61,0,0
chrY:21865000-21865621_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,68,22,46,66,77,53,51,99,32,0,80,50,58,41,0,0,22,67,52,57,26,0,0,47,15,11,36,110,96,72,84,1,25,58,5
chrY:22565106-22569794_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,59,41,78,67,60,59,52,96,29,0,95,30,23,88,15,48,16,55,8,50,47,0,0,35,61,1,66,59,107,84,50,2,12,65,0
chrY:2748252-2748550_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,20,21,55,22,20,9,41,49,0,10,30,88,0,15,59,54,49,57,49,22,22,0,69,84,14,67,111,46,136,175,134,0,64,1
chrY:21039295-21039610_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,16,30,25,30,13,23,15,64,59,20,56,72,27,69,54,93,43,35,17,4,44,0,32,39,78,47,72,128,47,87,200,10,43,13
chrY:16881302-16887040_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,48,45,39,50,48,62,13,32,42,0,46,33,62,0,14,5,52,32,8,43,11,3,0,28,38,11,111,146,189,101,97,126,21,55,7
chrY:2721876-2722168_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,10,52,43,30,54,19,72,37,42,4,24,45,22,90,41,89,75,27,41,20,27,74,0,53,35,90,70,84,39,17,113,91,54,96,0
chrY:22589665-22590483_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,37,46,116,35,50,91,53,35,39,0,46,16,23,30,59,46,81,58,65,46,0,60,0,35,32,37,33,80,87,88,79,62,41,43,43
chrY:15347675-15347942_+,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,16,86,78,35,66,44,26,54,71,37,17,18,29,32,108,27,52,36,71,5,25,36,105,87,20,61,45,49,29,63,61,50,55,57,49
chrY:21862527-21862772_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,22,47,37,28,30,38,11,36,17,0,44,91,39,119,47,31,29,86,26,91,31,24,0,57,60,24,138,162,84,48,86,67,12,60,14
chrY:14800692-14800957_-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,40,38,40,76,49,74,36,57,62,7,98,91,42,19,34,68,76,31,45,38,22,43,0,35,83,17,56,47,94,63,32,60,65,65,18
chrY:21865746-21865946_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,44,76,50,47,66,37,24,58,95,90,31,92,33,60,56,30,37,44,64,26,13,47,0,64,0,21,15,53,172,85,48,75,60,24,14
chrY:21895821-21896205_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,55,79,56,57,113,24,43,45,22,0,37,47,56,13,42,70,107,62,80,53,43,0,0,91,44,0,49,67,129,74,93,38,20,21,0
chrY:21874156-21874835_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,59,61,88,26,106,41,62,82,50,0,46,39,59,0,19,9,11,58,40,110,75,22,0,55,28,19,131,118,162,17,58,21,81,32,0
chrY:15822313-15823476_-,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,62,91,75,83,101,41,63,38,39,0,101,34,19,22,42,44,16,33,105,121,14,0,0,21,39,21,21,134,134,117,64,15,30,19,28
chrY:14802892-14803189_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,30,67,48,51,46,40,27,54,69,10,92,68,106,30,42,100,33,72,66,31,33,81,0,39,55,16,40,38,105,107,57,56,28,97,14
chrY:14938702-14939601_-,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,17,54,58,19,33,20,36,15,17,57,28,98,67,50,75,0,51,39,45,3,0,0,0,41,43,186,16,166,99,122,69,139,39,50,106
chrY:16957308-16957602_-,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,60,129,117,106,116,104,29,42,75,12,71,8,74,83,72,68,56,55,38,6,5,0,0,25,36,20,4,29,87,66,71,21,54,56,37
chrY:14969034-14969327_-,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,39,43,72,48,80,30,24,78,37,0,63,70,41,0,54,10,32,54,32,91,1,42,0,41,43,57,73,142,126,129,101,142,65,36,0
chrY:21034428-21034770_+,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,23,123,57,48,79,63,56,66,107,33,56,53,42,54,49,44,65,8,35,25,38,53,131,31,58,45,46,10,83,79,32,55,77,38,73
chrY:21924129-21925026_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,49,67,33,100,68,46,43,90,53,35,83,37,88,29,77,20,82,27,57,7,47,32,0,99,34,32,61,65,135,92,83,37,57,65,0
chrY:21857002-21857994_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,55,59,93,42,78,16,23,78,42,15,48,17,87,91,56,16,49,39,40,69,66,0,18,59,24,20,99,162,138,102,77,51,35,69,3
chrY:7247413-7247705_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,29,38,73,22,15,44,44,51,39,16,29,33,67,38,101,42,87,46,14,77,51,30,0,85,65,22,96,178,73,140,178,72,23,105,0
chrY:22560726-22562279_+,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,49,62,94,89,61,76,38,102,65,0,101,77,68,70,40,50,64,64,30,56,129,0,0,38,41,12,64,94,150,65,69,39,22,77,0
chrY:14800234-14800467_-,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,60,50,19,82,70,90,49,57,60,16,136,53,88,65,22,34,62,96,68,65,94,52,0,70,82,42,44,85,124,62,67,38,47,121,0
chrY:16956637-16956734_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,49,61,85,62,83,76,23,87,70,47,83,88,94,116,32,61,84,47,106,17,45,37,0,46,89,39,28,28,166,117,53,68,19,48,11
chrY:15347370-15347673_+,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,19,85,88,49,94,52,31,58,86,55,26,76,21,0,93,28,20,39,120,98,108,36,190,47,58,106,45,74,103,62,75,58,57,42,48
chrY:21928836-21929197_-,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,52,59,72,55,64,76,67,57,58,36,37,95,80,32,19,30,120,76,33,80,47,15,0,74,37,82,75,155,104,127,135,81,56,44,0
chrY:21752886-21753156_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,87,93,80,127,88,122,67,126,73,10,128,71,51,34,10,42,35,60,123,37,42,25,0,69,38,47,45,132,84,81,61,13,78,36,0
chrY:15355988-15357084_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,41,107,122,42,94,39,32,46,54,14,51,44,18,87,121,108,92,57,159,48,46,46,113,44,63,53,40,113,87,74,72,32,28,63,44
chrY:14803881-14804017_-,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,35,169,68,77,72,92,49,91,155,36,84,63,64,73,42,21,132,38,82,22,33,0,0,75,73,97,23,43,168,113,66,110,51,127,46
chrY:21853873-21854573_+,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,55,147,143,88,113,44,71,81,90,41,64,61,46,33,125,50,30,62,116,93,46,25,1,48,32,60,77,158,126,47,90,147,41,8,51
chrY:14799783-14800231_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,66,71,52,167,87,132,61,87,90,0,200,105,115,70,43,57,73,104,159,63,74,38,0,85,41,14,52,91,64,75,66,44,57,120,0
chrY:21874844-21876189_+,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,64,64,95,49,198,38,62,144,48,29,67,33,41,48,40,70,58,135,82,88,112,55,0,76,46,3,95,184,261,87,146,43,104,56,0
chrY:14953474-14953786_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,28,27,28,48,67,55,3,92,44,0,45,18,106,35,51,131,70,158,14,160,44,11,0,139,30,7,121,478,120,148,277,16,25,138,0
chrY:21866876-21867165_+,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,60,123,70,84,131,98,59,99,104,49,158,27,81,6,70,127,150,53,64,91,85,24,0,86,99,45,121,85,125,89,122,31,68,91,0
chrY:14802637-14802890_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,77,144,58,133,112,113,61,87,154,0,223,76,159,49,43,23,26,83,101,67,87,29,0,78,81,13,83,79,156,141,92,14,36,83,15
chrY:16956737-16957046_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,75,119,135,77,75,86,42,118,110,44,101,121,81,36,55,69,87,47,136,46,75,61,0,95,109,36,48,71,222,113,104,36,41,84,11
chrY:16691305-16691595_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,7,82,55,44,22,28,1,27,7,16,12,80,111,63,110,118,109,32,10,102,46,64,498,87,101,121,30,167,64,116,88,334,40,83,38
chrY:21858286-21859830_+,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,71,76,84,49,82,44,30,92,51,0,75,21,184,100,78,163,122,103,30,153,75,0,0,86,49,49,151,238,193,85,164,66,52,169,0
chrY:14801814-14802109_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,71,109,85,190,102,117,78,120,141,26,151,158,123,82,56,81,99,88,152,61,50,21,0,113,49,14,74,79,196,131,68,90,59,130,9
chrY:22661545-22664999_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,14,44,36,24,34,20,0,21,23,31,12,403,113,191,89,65,154,68,16,58,101,2,154,81,25,175,54,210,260,256,222,357,26,228,65
chrY:21862774-21863599_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,69,91,131,102,98,68,32,126,98,44,96,188,147,115,119,103,105,163,49,134,182,24,0,165,89,16,142,167,202,102,147,75,31,196,14
chrY:21855663-21856251_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,68,140,135,72,59,45,55,109,85,0,60,67,117,114,143,205,133,203,65,124,103,28,46,90,64,61,160,329,157,143,144,105,65,156,10
chrY:14803191-14803383_-,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,79,89,83,125,100,128,57,105,118,5,154,165,147,94,64,102,79,143,136,65,107,81,9,89,148,26,159,98,171,253,180,143,68,151,9
chrY:21750234-21750556_-,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,86,102,110,117,88,109,128,183,124,0,153,146,178,151,93,101,43,123,196,216,153,65,0,165,116,83,111,204,98,129,80,60,110,109,0
chrY:15347944-15349165_+,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,77,194,245,86,193,109,73,142,130,43,90,80,97,109,203,196,284,123,237,92,58,48,0,87,11,136,130,129,258,119,188,158,121,95,17
chrY:14803385-14803765_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,126,202,160,159,195,198,120,164,245,47,231,93,124,116,193,119,290,135,204,126,165,92,0,165,179,84,104,87,365,224,78,164,143,110,77
chrY:15349172-15352596_+,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,103,192,341,112,262,93,167,271,169,33,126,143,245,230,221,108,214,186,203,165,157,98,0,144,93,90,228,252,403,85,245,79,145,224,10
chrY:15345867-15347345_+,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,61,177,311,119,256,115,173,236,234,237,118,153,113,178,255,62,91,101,395,93,121,263,0,170,267,417,193,128,182,142,129,248,171,155,260
